id	prompt	entry_point	canonical_solution	test_code
Natural2Code/23	"Please complete the following python function, with only one solution and no explanation and no example usage:
def delivery(n:int, lst:list)->int:
  """"""
  A food delivery man has come across a city consisting of n houses 
  numbered from 1 to n, where he has to deliver food to several houses.
  The city has some special characteristics. There is only a single road 
  that connects all the houses and one has to move in a clockwise 
  direction to go to one house from another. You can think of it as a 
  circular structure. One can't move in the anti-clockwise direction as 
  the road is a one-way road.
  The delivery man has to deliver the parcels in the order in which they 
  were placed. If the house x first places the order, and then the house y, 
  then he should first give the delivery to house x and then to house y.
  Find the number of steps the delivery man has to take if moving 
  from one house to another is a unit distance and initially the delivery 
  man standing at the house no 1.
  For example:
  delivery(10,[1,2,3,4,5,6]) == 5
  delivery(10,[1,9,4,10,2]) == 21
  delivery(5,[5]) == 4
  """"""
"	delivery	"  ans = 0
  cur = 1
  for x in lst:
    if x>=cur:
      ans+= (x-cur)
      cur = x
    else:
      ans+= (n-cur)
      ans+=x
      cur = x
  
  return ans
"	"assert delivery(3, [2, 3, 1]) == 3
assert delivery(4, [3, 2, 1, 4]) == 11
assert delivery(7,[1,6,2,5,3,7,4]) == 24
assert delivery(4,[2,3,1,4]) == 7
assert delivery(7,[1,10,2,9,3,8,4,7,5,6]) == 33"
Natural2Code/24	"Please complete the following python function, with only one solution and no explanation and no example usage:
def minimum_total_distance(x1: int, x2: int, x3: int) -> int:
    """""" Given three distinct integers x1, x2, and x3 representing the positions of three friends on the straight line Ox(1 ≤ x1,x2,x3 ≤ 100).
Return an integer representing the minimum total distance the three friends have to travel in order to meet at some point.
    For example:
    minimum_total_distance(1, 2, 3) == 2
    minimum_total_distance(5, 10, 15) == 10 
    minimum_total_distance(1, 20, 100) ==  99
    """"""
"	minimum_total_distance	"    mx = max(x1, x2, x3)
    mn = min(x1, x2, x3)
    return mx - mn

"	"assert minimum_total_distance(100, 100, 99) == 1
assert minimum_total_distance(67, 60, 63) == 7
assert minimum_total_distance(62, 14, 72) == 58
assert minimum_total_distance(234, 478, 52) == 426
assert minimum_total_distance(80, 16, 2) == 78"
Natural2Code/25	"Please complete the following python function, with only one solution and no explanation and no example usage:
def inverse_color(c: list[int]) -> list[int]:
    """"""Given an array c of three values, each from 0 to 255, representing the RGB values of a color, 
    return the inverse of the color's RGB values.
    For example:
    inverse_color([255, 255, 255]) == [0, 0, 0]
    inverse_color([165, 170, 221]) == [90, 85, 34]
    inverse_color([150, 160, 170]) == [105, 95, 85]
    """"""
"	inverse_color	"    ret = []
    for color in c:
      ret.append(255 - color)

    return ret
"	"assert inverse_color([0, 0, 0]) == [255, 255, 255]
assert inverse_color([255, 255, 255]) == [0, 0, 0]
assert inverse_color([165, 170, 221]) == [90, 85, 34]
assert inverse_color([231, 2, 77]) == [24, 253, 178]
assert inverse_color([123, 22, 234]) == [132, 233, 21]"
Natural2Code/26	"Please complete the following python function, with only one solution and no explanation and no example usage:
def sumOfProduct(A: list) -> int:
    """"""Given a list A of N integers.
    Find the sum of A[i] * A[j] over all pairs (i,j) such that 1 <= i < j <= N.
    """"""
"	sumOfProduct	"
    result = 0
    sum = 0

    for i in A:
      result += i * sum
      sum += i
    
    return result
"	"assert sumOfProduct([1,2,3]) == 11
assert sumOfProduct([1,0,5]) == 5
assert sumOfProduct([-1,0,3]) == -3
assert sumOfProduct([-5,-2,-1]) == 17
assert sumOfProduct([0,0,0]) == 0
assert sumOfProduct([1, 2, 3, 4, 5]) == 85
assert sumOfProduct([1, 0, 3, 0, 5]) == 23
assert sumOfProduct([1, 2, 3]) == 11
assert sumOfProduct([-1, -2, -3]) == 11
assert sumOfProduct([1, -2, 3]) == -5"
Natural2Code/27	"Please complete the following python function, with only one solution and no explanation and no example usage:

def largestRectangleArea(heights: list[int]) -> int:
    """"""
    Return the area of the largest rectangle in the histogram.

    Example:
    ----------
    For example, given the input heights = [2,1,5,6,2,3], the function should return 10.

    Args:
        heights (List[int]): The input list representing the histogram's bar heights.

    Returns:
        int: The area of the largest rectangle.
    """"""
"	largestRectangleArea	"    stack = []
    max_area = 0
    i = 0

    while i < len(heights):
        if not stack or heights[i] >= heights[stack[-1]]:
            stack.append(i)
            i += 1
        else:
            top = stack.pop()
            width = i if not stack else i - stack[-1] - 1
            max_area = max(max_area, heights[top] * width)

    while stack:
        top = stack.pop()
        width = i if not stack else len(heights) - stack[-1] - 1
        max_area = max(max_area, heights[top] * width)

    return max_area
"	"assert largestRectangleArea([2,1,5,6,2,3]) == 10
assert largestRectangleArea([2,4]) == 4
assert largestRectangleArea([1, 2, 3]) == 4
assert largestRectangleArea([4,2,0,3,2,5]) == 6
assert largestRectangleArea([1,2,3,4,5]) == 9"
Natural2Code/28	"Please complete the following python function, with only one solution and no explanation and no example usage:
from typing import List

def distinct_count(arr: List[int], l: int, r: int) -> int:
    """"""
    Finds the number of distinct elements in the range [l, r], l and r are 0 indexed.
    For example:
    distinct_count([1, 0, 0, 0, 1, 2, 2], 2, 5) == 3
    """"""
"	distinct_count	"
    sub_array = arr[l:r+1]
    distinct_elements = set(sub_array)
    
    return len(distinct_elements)
"	"assert distinct_count([1, 1, 2, 3, 3], 0, 4) == 3
assert distinct_count([1, 0, 1, 0, 0, 1, 0, 1, 0, 0], 0, 9) == 2
assert distinct_count([1, 0, 0, 1, 1, 2, 0, 1, 1, 3], 4, 9) == 4
assert distinct_count([1, 1, 1], 0, 2) == 1
assert distinct_count([1, 0, 3, 1, 1, 2, 4, 0, 1, 3], 2, 8) == 5"
Natural2Code/29	"Please complete the following python function, with only one solution and no explanation and no example usage:
def push_digits(nums: list[int]) -> list[int]:
    """"""Given a list of non-negative integers, perform one digital rotation on it.
    A single digital rotation pushes the last digit of each number so that the pushed digit becomes the first digit in the next number.
    Digital rotations are cyclic, meaning the last digit of the last element is pushed to the first element.
    Return the list after doing exactly one digital rotation.
    For example:
    push_digits([11, 22, 33]) == [31, 12, 23]
    """"""
"	push_digits	"    if not nums or nums == []:    return []
    t = [str(num) for num in nums]
    # getting the first digit
    t = [t[-1][-1] + t[0]] + [t[i -1][-1] + t[i] for i in range(1, len(t))]
    # dropping the last digit
    t = [ti[:-1] for ti in t]
    return [int(ti) for ti in t]
"	"assert push_digits([56, 95, 42]) == [25, 69,  54]
assert push_digits([0, 0, 3, 0]) == [0, 0, 0, 3]
assert push_digits([10, 10, 10, 10]) == [1, 1, 1, 1]
assert push_digits([0, 531, 9999]) == [9, 53, 1999]
assert push_digits([]) == []"
Natural2Code/30	"Please complete the following python function, with only one solution and no explanation and no example usage:
def gcd_euclidean(a: int, b: int) -> int:
    """"""Finds the greatest common divisor (GCD) of two numbers using Euclid's algorithm.

    gcd_euclidean(48, 18) == 6
    """"""
"	gcd_euclidean	"    if b == 0:
        return a
    else:
        return gcd_euclidean(b, a % b)
"	"assert gcd_euclidean(74, 35) == 1
assert gcd_euclidean(48, 18) == 6
assert gcd_euclidean(60, 48) == 12
assert gcd_euclidean(56, 72) == 8
assert gcd_euclidean(54564654,56454534) == 6"
Natural2Code/31	"Please complete the following python function, with only one solution and no explanation and no example usage:
def sum_of_prime_divisors(a:list) -> int:
  """"""
  You have given a list of positive numbers. Return the overall sum of all
  the prime divisors of each number in the list.
  For example:
  sum_of_prime_divisors([2,3,5,10]) == 17
  sum_of_prime_divisors([1,9,5,13]) == 21
  sum_of_prime_divisors([1,1,1]) == 0
  """"""
"	sum_of_prime_divisors	"  sum = 0
  for x in a:
    for i in range(2,x+1):
      if x%i==0:
        flag = True
        for j in range(2,i):
          if i%j==0:
            flag = False
            break
        if flag == True:
          sum+=i
  return sum

"	"assert sum_of_prime_divisors([5,8,13]) == 20
assert sum_of_prime_divisors([100,101,102,103]) == 233
assert sum_of_prime_divisors([2,3,5,7,11,13,17]) == 58
assert sum_of_prime_divisors([2,4,8,16,32,64,128,256]) == 16
assert sum_of_prime_divisors([1,1,1,1,1,1,1,1,1,1,9]) == 3"
Natural2Code/32	"Please complete the following python function, with only one solution and no explanation and no example usage:
def drop_mid(num: int) -> int:
    """"""Given a positive integer, drop the digit that resides in the middle of its decimal representation.
    If the decimal representation has an even length, remove the two middle digits.
    If no more digits exist after dropping, return 0.
    For example:
    drop_mid(829) == 2
    drop_mid(45) == 0
    """"""
"	drop_mid	"    t = list(str(num))
    if len(t) <= 2:    return 0
    mid = len(t) // 2
    del t[mid]
    if len(t) % 2:    del t[mid -1]
    return int(''.join(t))
"	"assert drop_mid(0) == 0
assert drop_mid(843) == 83
assert drop_mid(9564) == 94
assert drop_mid(102958) == 1058"
Natural2Code/33	"Please complete the following python function, with only one solution and no explanation and no example usage:
def calculate_greatest_common_divisor(x, y):
    """"""
    Given two numbers x and y the function return the GCD greatest common
    divisor.
    For example:
    calculate_greatest_common_divisor(12,3) == 3
    """"""
"	calculate_greatest_common_divisor	"    while y:
        x, y = y, x% y
    return abs(x)
"	"assert calculate_greatest_common_divisor(881,341) == 1
assert calculate_greatest_common_divisor(9,6) == 3
assert calculate_greatest_common_divisor(50,10) == 10
assert calculate_greatest_common_divisor(17,19) == 1
assert calculate_greatest_common_divisor(32,8) == 8"
Natural2Code/34	"Please complete the following python function, with only one solution and no explanation and no example usage:
def min_refills(positions: list[int], m: int) -> int:
    """""" There is a car that travels from City A to City B and there are n cities between them. Each city has a gas station.
      The car has a full tank of gas and it can travel m miles with a full tank. The car consumes 1 gallon of gas for each mile.
      The car can fill its tank at any gas station. the car starts at City A with a full tank of gas.
      Given a list of size n+2 contains the position of each city.
      Find the minimum number of times the car needs to fill its tank to reach City B. If it is impossible to reach City B then return -1.
      Note that City A is at the first index of the list and City B is at the last index of the list.
    For example:
    min_refills([0, 10, 20, 30, 50, 60, 70, 80, 90, 100], 20) == 6
    min_refills([0, 13, 22, 34, 53, 59, 69, 77, 92], 17) == -1
    min_refills([0, 13, 26, 41, 43, 49, 57, 65, 69], 23) == 4
    """"""
"	min_refills	"    n = len(positions)
    refills = 0
    i = 0
    while i < n - 1:
        j = i + 1
        while j < n and positions[j] - positions[i] <= m:
            j += 1

        if j == i + 1:
            return -1

        if j <= n:
            refills += 1
            i = j - 1

    return refills
"	"assert min_refills([0, 200, 300, 400], 250) == 2
assert min_refills([0, 100, 200, 300, 400], 200) == 2
assert min_refills([0, 5, 9,13], 20) == 1
assert min_refills([0, 30, 53, 65, 66, 96, 112, 123, 126], 30) == 5
assert min_refills([0, 32, 43, 62, 71, 85, 122, 132, 146], 30) == -1"
Natural2Code/35	"Please complete the following python function, with only one solution and no explanation and no example usage:
def count_qualified_teams(teams: list[list[int]]) -> int:
    """"""
    Given a list of 'n' teams. and each team consists of three members. Each member is assigned a value of either 0
    or 1, where 1 represents a qualified member. A team is considered qualified if it has at least two members with a
    value of 1. Your task is to count the number of qualified teams in the list.

    The size of the given list is between '1' and '100000'
    The value of each member is either '0' or '1'.

    For example:
        count_qualified_teams(
            [
                [1, 1, 0],
                [0, 0, 0],
                [0, 1, 1],
                [1, 0, 1]
            ]
        ) == 3

        count_qualified_teams(
            [
                [1, 1, 0],
                [0, 0, 0],
                [0, 1, 1],
                [1, 0, 1],
                [1, 0, 0],
                [0, 1, 0],
                [0, 1, 1],
                [1, 1, 1],
                [1, 1, 0],
                [1, 1, 1]
            ]
        ) == 7

        count_qualified_teams(
            [
                [1, 0, 0],
                [1, 0, 1],
                [0, 1, 1],
                [1, 1, 0],
                [1, 1, 1]
            ]
        ) == 4

    """"""
"	count_qualified_teams	"    count_qualified = 0  # The number of qualified teams.
    length = len(teams)
    for i in range(length):
        count_ones = 0  # The number of qualified members in each team.
        count_ones += teams[i][0]
        count_ones += teams[i][1]
        count_ones += teams[i][2]
        if count_ones >= 2:
            count_qualified += 1

    return count_qualified
"	"assert count_qualified_teams([
    [1, 1, 1],
    [0, 0, 0],
    [1, 1, 0],
    [0, 1, 1],
    [1, 1, 1],
    [1, 1, 1],
    [1, 1, 1]
]) == 6
assert count_qualified_teams([
    [1, 0, 0],
    [0, 1, 0],
    [0, 0, 0],
    [0, 0, 1]
]) == 0
assert count_qualified_teams([
    [1, 0, 1],
    [0, 1, 1],
    [0, 0, 1],
    [1, 0, 0],
    [1, 1, 1],
    [0, 1, 0]
]) == 3
assert count_qualified_teams([
    [0, 1, 0],
    [0, 0, 1],
    [1, 0, 1],
    [0, 0, 1],
    [1, 1, 1],
    [1, 1, 0],
    [0, 0, 1],
    [1, 1, 1],
    [0, 0, 0]
]) == 4
assert count_qualified_teams([
    [1, 1, 0],
    [0, 1, 0],
    [1, 0, 1],
    [1, 1, 1],
    [0, 0, 0],
    [1, 0, 0],
    [0, 1, 1],
    [1, 1, 1],
    [0, 1, 1],
    [1, 0, 1]
]) == 7"
Natural2Code/36	"Please complete the following python function, with only one solution and no explanation and no example usage:
import math
def gcd_func(a: int, b: int)->int:
  """""" Given two numbers a and b. Find two numbers c and d such that 
  gcd(a/c,b/d)==1 and (c*d) is the minimum possible among all the choices of
  c and d. Return (c*d) as the answer.
  For example:
  gcd_func(5,6) == 1
  gcd_func(4,2) == 2
  gcd_func(9,81) == 9
  """"""
"	gcd_func	"  c = 1
  d = math.gcd(a,b)

  return c*d
"	"assert gcd_func(199999,299999) == 1
assert gcd_func(19999,9) == 1
assert gcd_func(234,244)== 2
assert gcd_func(1010,110) == 10
assert gcd_func(3,81) == 3
assert gcd_func(1,1) == 1
assert gcd_func(888,88)  ==8
assert gcd_func(293,131) == 1"
Natural2Code/37	"Please complete the following python function, with only one solution and no explanation and no example usage:
from typing import List

def adjacent_pairs_sum(nums: List[int], x: int) -> int:
    """"""Given a list of integers and an integer 'x', count the number of adjacent pairs that have sum equal to x.
    For example:
    adjacent_pairs_sum([5, 1, 11, 3, 9, 2, 10, 2], 12) == 4
    """"""
"	adjacent_pairs_sum	"    count = 0
    for i in range(len(nums) - 1):
        if nums[i] + nums[i + 1] == x:
            count += 1
    return count
"	"assert adjacent_pairs_sum([7, 2, 4, 5, 11, 9], 9) == 2
assert adjacent_pairs_sum([1, 1, 1, 1, 1, 1], 2) == 5
assert adjacent_pairs_sum([12], 12) == 0
assert adjacent_pairs_sum([7, 9, 7, 9, 7], 16) == 4
assert adjacent_pairs_sum([2, 5, 1, 6, 1, 9, 4], 7) == 3"
Natural2Code/38	"Please complete the following python function, with only one solution and no explanation and no example usage:
def interesting_numbers(n: int) -> int:
    """""" Given a positive integer n, return the minimum number greater than or equal to n that has its digits sorted in non-decreasing order.
        113458 and 135 are valid, while 32 and 1528 are not.
    Constraints:
        1 <= n <= 1e100
    For example:
        interesting_numbers(121) == 122
        interesting_numbers(3448) == 3448
    """"""
"	interesting_numbers	"    s = str(n)
    ans = []

    equal = True
    prv = '0'
    for c in s:
        if equal:
            cur = max(c, prv)
        else: 
            cur = prv
        equal &= cur == c
        prv = cur
        ans.append(cur)
    
    return int(''.join(ans))
"	"assert interesting_numbers(1528) == 1555
assert interesting_numbers(32) == 33
assert interesting_numbers(3348) == 3348
assert interesting_numbers(8582) == 8888
assert interesting_numbers(1893) == 1899"
